movie,recommendation
Hitler: A Film from Germany,"['Trekkies 2', 'Fahrenhype 9/11', 'The Wonderful, Horrible Life of Leni Riefenstahl', 'The Eyes of Tammy Faye', 'Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.']"
Torrente 2: Mission in Marbella,"['Torrente, the Dumb Arm of the Law', 'Intervista', 'Shadows', 'Cecil B. Demented', 'Swimming to Cambodia']"
Asylum,False
Crows Zero II,"['Crows Zero', 'Tainted', 'Beautiful Joe', 'WiseGirls', 'Trapped in Paradise']"
True Heart Susie,"['Steel Magnolias', 'French Cancan', 'Rare Birds', 'Twelfth Night', 'Firelight']"
La Région Centrale,"['Canadian Bacon', 'Nô', 'The 13th Letter', 'Shadows', 'Firelight']"
Ana-ta-han,"['Beachhead', 'Heaven Knows, Mr. Allison', 'The Naked Island', '21 Up', 'Crime and Punishment']"
Limite,"['Firelight', 'Mala Noche', 'Suzhou River', 'Love Letter', 'The Umbrella Woman']"
Mickey's Once Upon a Christmas,"['An Extremely Goofy Movie', 'Fantasia 2000', 'Jack and the Beanstalk', 'Steamboat Willie', 'The Simpsons Movie']"
Shrink,"[""Jesus' Son"", 'Love Happens', 'The Big Bad Swim', 'French Cancan', 'Hurlyburly']"
Old Dogs,"['Edie & Pen', 'The Young Unknowns', 'Scenes from a Marriage', 'The City of No Limits', 'Homer and Eddie']"
Out of Reach,"['The Outlaw', 'Human Trafficking', 'Game of Death', 'Hard Candy', 'Billy Bathgate']"
Planet 51,"['Meet Dave', 'Howard the Duck', 'Journey to the Center of the Earth', 'LEGO: The Adventures of Clutch Powers', 'Aliens in the Attic']"
Me and Orson Welles,"['French Cancan', 'The Nanny Diaries', 'Strictly Ballroom', 'Noise', 'New Waterford Girl']"
Objectified,"['Note by Note: The Making of Steinway L1037', 'Swastika', 'Trekkies 2', 'Shadow Company', 'Life and Debt']"
Earthlings,"['Best Boy', 'I Really Hate My Job', 'The Day After Trinity', 'Sister Helen', 'The Stars Fell on Henrietta']"
Trucker,"['Next of Kin', ""Peter's Friends"", 'Say Anything...', 'Sunflower', 'Forgetting Sarah Marshall']"
A Single Man,"['Rent', 'Visioneers', 'Possible Loves', 'Southern Comfort', 'Bar Girls']"
Kill Switch,"['Copycat', 'Chronicles', 'Hero and the Terror', 'The River Wild', 'Shaft in Africa']"
Driven To Kill,"[""Arn: The Kingdom at Road's End"", 'Big Bully', '10th & Wolf', 'Lockdown', 'Run, Simon, Run']"
Morphine,"['The Marquise of O', 'Assassin of the Tsar', 'Rushmore', 'Cargo 200', 'Cruel Story of Youth']"
The Lovely Bones,"['Gordy', 'Humanité', 'Young Black Stallion', ""What's Cooking?"", 'Next of Kin']"
Invictus,"['Goodbye Bafana', 'Skin', 'In My Country', 'Faith Like Potatoes', 'Miracle']"
Carla's Song,"['House of Fools', 'The Life and Death of Colonel Blimp', 'When the Wind Blows', 'Joyeux Noël', 'My Name Is Joe']"
The Princess and the Frog,"['Melody Time', ""Pot o' Gold"", 'Aladdin', ""Cats Don't Dance"", 'Fantasia 2000']"
Everybody's Fine,False
Two Rode Together,"['The Searchers', 'Cheyenne Autumn', 'The Man Who Shot Liberty Valance', 'Red River', 'The Horse Soldiers']"
Armored,"['Fall Time', 'Prison Break: The Final Break', 'Trapped', 'Hero Wanted', 'Foolproof']"
Transylmania,"['National Lampoon Presents Dorm Daze', 'Dead Fury', ""The Creature Wasn't Nice"", 'Popcorn', 'Behind the Mask: The Rise of Leslie Vernon']"
Invaders from Mars,False
Link,"['Fever', 'The Dunwich Horror', 'Candyman', 'While She Was Out', 'Trilogy of Terror']"
Doghouse,"['Possible Loves', 'Tempest', 'The Fear', 'Mr. Destiny', 'Up']"
Recipes For Disaster,"['O.C. and Stiggs', 'The Adventures of Food Boy', 'A Boy Named Charlie Brown', ""Man's Job"", 'Pinocchio']"
Munyurangabo,"['Sometimes in April', 'Pursued', 'Man with a Movie Camera', 'The Banishment', 'Shooting Dogs']"
The Art of Travel,"['The Guardian', 'The Marine', 'Hiding Out', 'Predator', 'Graduation']"
Cover-Up,"['Hidden Assassin', 'The Defender', 'Ringu', 'Hitman', 'The Art of War II: Betrayal']"
Pentathlon,"['Killing Zoe', 'The Toy', 'Beyond the Stars', 'Kickboxer', 'I Love You Too']"
People on Sunday,"['The Wonderful, Horrible Life of Leni Riefenstahl', 'Shadows', 'Demon Lover Diary', 'Inside Deep Throat', 'The Song of Ceylon']"
Days and Nights in the Forest,"['The World of Apu', '11:14', 'Mina Tannenbaum', 'New York', 'The Goddess']"
Sign of the Lion,"['American Pastime', 'High Risk', 'Delta of Venus', 'Our Song', 'American Pop']"
My Friend Ivan Lapshin,"['My Sex Life... or How I Got Into an Argument', 'Family Law', 'Pastoral Symphony', 'Crush', 'The Crow IV: Wicked Prayer']"
Judex,"[""What Doesn't Kill You"", 'Billy Bathgate', 'The Spook Who Sat by the Door', 'Dark Blue', 'Shakedown']"
The Saga of Gosta Berling,"['Pastoral Symphony', 'A Little Romance', 'Laugh, Clown, Laugh', 'Radio Inside', 'Daisy']"
Moonrise,"['The Road Home', 'Radio Inside', 'Ong Bak 2', 'Cría Cuervos', 'Family Law']"
Sandra,"['The Great Lie', 'Little Boy Blue', 'American Perfekt', 'Sleuth', 'Silent Hill']"
Taira Clan Saga,"['Princess Yang Kwei Fei', ""Lady Windermere's Fan"", 'Throne of Blood', 'Twister', 'Character']"
Hidden Assassin,"['Def-Con 4', 'Bloodsport II', 'Apartment Zero', 'Electra Glide in Blue', 'Hells Angels on Wheels']"
The Peacekeeper,"['Le Petit Soldat', 'The Specials', 'Paparazzi', 'The 7th Dawn', 'Crimson Tide']"
Comradeship,"['The Sorrow and the Pity', 'Von Richthofen and Brown', 'Ten Canoes', 'Last Year at Marienbad', 'The Child I Never Was']"
Utamaro and His Five Women,"['Iron Jawed Angels', 'The Life of Oharu', 'Whatever', 'Possible Loves', 'Carnal Knowledge']"
Flaming Creatures,"['Dangerous Game', 'Ghoulies II', 'The Descent', 'Puppet Master 4', 'Cemetery Man']"
Yesterday Girl,"['The Hi-Line', 'Gabbeh', 'A Price Above Rubies', 'Happenstance', 'The Day I Became a Woman']"
The Childhood of Maxim Gorky,"['My Apprenticeship', 'The Sun', 'Mala Noche', 'Piter FM', ""The Monkey's Mask""]"
White Shadows in the South Seas,"['Blue Week', 'Conrack', 'Age of Consent', 'Heaven Knows, Mr. Allison', 'Far Cry']"
Blissfully Yours,"['Syndromes and a Century', 'Tropical Malady', ""The French Lieutenant's Woman"", 'Sabah', 'The World of Suzie Wong']"
Colossal Youth,"['Hideous Kinky', 'Everything Relative', 'Hard Candy', 'The Boxer', 'The Children of Leningradsky']"
Not Reconciled,"['Waterland', 'The Soviet Story', 'Ten Canoes', 'Good Men, Good Women', 'Jesus']"
King of the Children,"['La Ronde', 'The Slaughter Rule', 'Happenstance', ""L'eclisse"", 'Rachel, Rachel']"
Disco and Atomic War,"['Why We Fight: Prelude to War', 'House of Fools', 'Inside Deep Throat', 'The Living Room of the Nation', 'The Rape of Europa']"
Pas de Deux,"['Etoiles: Dancers of the Paris Opera Ballet', 'Center Stage', 'Mad About Mambo', 'The Diaries of Vaslav Nijinsky', 'Swing Time']"
Did You Hear About the Morgans?,"['Romantic Comedy', 'The Whole Nine Yards', 'The Waiting Game', 'WiseGirls', 'The Out-of-Towners']"
Snow White,"['Snow White and the Seven Dwarfs', 'Happily Ever After', 'The 10th Kingdom', 'Lumikuningatar', 'Queen Kelly']"
Shaolin Kung-Fu Mystagogue,"['Fighter', 'Kung Pow: Enter the Fist', 'Kung Fu Hustle', 'Mr. Woodcock', 'Return to the 36th Chamber']"
Donkey X,"['Andre', 'Ten Canoes', 'Jonah: A VeggieTales Movie', 'Flight of the Navigator', 'Night Crossing']"
The Art of Dying,"['Ripley Under Ground', 'Matchstick Men', 'Lady in White', 'Rivers and Tides', 'Fever']"
Tango,False
My Sister Eileen,False
She Wouldn't Say Yes,"['Schizopolis', 'Jab We Met', 'Illusive Tracks', 'The Love Guru', 'My Favorite Blonde']"
Make the Yuletide Gay,"['College', 'Sahara', 'Surviving Desire', 'The Broken Hearts Club: A Romantic Comedy', 'First Daughter']"
Faith Like Potatoes,"['Duma', 'The Grass Harp', 'Amandla! A Revolution in Four-Part Harmony', 'Red Dust', 'Son in Law']"
Cheeni Kum,"['Hideous Kinky', 'The Trip', 'The Boxer', 'Water Drops on Burning Rocks', 'The Children of Leningradsky']"
Mum & Dad,"['The Abandoned', 'Acacia', 'Paperhouse', ""Don't Look in the Basement"", 'Office Killer']"
Nasty Old People,"['Possible Loves', 'Mr. Destiny', 'Crane World', 'The Butterfly', 'I Really Hate My Job']"
Veronika Decides to Die,"['The Mother and the Whore', 'Portrait of Jennie', 'A Summer Place', 'Firelight', 'Stateside']"
Alice,False
The Offence,"['City By The Sea', 'The Presidio', 'Q & A', 'Union Station', 'The Dancer Upstairs']"
Avatar,"['Beowulf', 'Aliens of the Deep', 'Fly Me to the Moon', 'Mission: Impossible III', 'Hercules in New York']"
Nine,"['Dangerous Game', 'Firelight', 'Identification of a Woman', 'My Wife Is an Actress', 'Mother India']"
Hard Luck,"['Rent-a-Cop', 'New Jack City', 'An Innocent Man', 'Chronicles', 'The Wackness']"
The Officers' Ward,"['All the Pretty Horses', 'The Dreamers', 'The Horseman on the Roof', 'Our Music', 'Life or Something Like It']"
You Are So Beautiful,"['Creator', 'Starting Over', 'Memories of Underdevelopment', 'Eat a Bowl of Tea', 'Where the Heart Is']"
It's Complicated,"['Everybody Wants to Be Italian', 'Someone Like You...', 'The Nanny Diaries', 'Laws of Attraction', 'The Reluctant Debutante']"
Sherlock Holmes,"['Young Sherlock Holmes', 'The Private Life of Sherlock Holmes', ""Shaft's Big Score!"", 'The Royal Scandal', 'Shaft in Africa']"
Crazy Heart,"['A Heart in Winter', 'Tender Mercies', 'Masculin Féminin', 'Breathless', 'Our Music']"
The Art of War II: Betrayal,"['Company Business', 'The Marksman', 'Black Sunday', 'The Foreigner', 'Face/Off']"
The Last Station,"['Chapter Two', 'Dark Eyes', 'Prisoner of the Mountains', 'Clubland', 'Circus']"
Too Shy to Try,"['La séparation', 'Mélo', 'The Dinner Game', 'Love, etc.', 'Hôtel du Nord']"
Alvin and the Chipmunks: The Squeakquel,"['Alvin and the Chipmunks', 'The Chipmunk Adventure', 'Melody Time', 'Rock School', 'Pennies from Heaven']"
Uncertainty,"['American Perfekt', 'The Nanny Diaries', '(500) Days of Summer', 'Caught', 'Possible Worlds']"
Guru,"['Loco Love', 'Valley of the Dolls', 'Startup.com', 'Marjoe', 'Naturally Native']"
After Death,"[""Teheran '43"", 'La Ronde', 'Laugh, Clown, Laugh', 'Talent for the Game', ""The Wooden Man's Bride""]"
Film Geek,"['Dangan Runner', 'Good Dick', 'Never Give a Sucker an Even Break', 'Me and You and Everyone We Know', 'The Disorderly Orderly']"
In a Year with 13 Moons,"['Possible Loves', 'Kal Ho Naa Ho', 'Tuvalu', ""This Girl's Life"", 'Seventh Heaven']"
The Fallen Sparrow,"['The Exterminator', 'Chances Are', 'Behold a Pale Horse', 'A Farewell to Arms', 'Deuces Wild']"
Beyond a Reasonable Doubt,False
The Profit,"['Paris 36', 'Redacted', 'Eternity and a Day', 'Firelight', 'Georg']"
Looking for Eric,"['French Cancan', 'Hometown Legend', 'Berlin is in Germany', 'The Big Bad Swim', 'Life or Something Like It']"
American Pie Presents: The Book of Love,"['The Curiosity of Chance', 'Late Bloomers', 'Running Mates', 'Romy and Michele: In the Beginning', 'Pie in the Sky']"
Trapeze,"['Pierrot le Fou', 'The Bear', 'The Music of Chance', 'Female Perversions', 'Those Who Love Me Can Take the Train']"
There Was a Crooked Man...,"['Female Prisoner Scorpion: Jailhouse 41', 'Lonely Are the Brave', 'Posse', 'Cool Hand Luke', 'Chopper']"
The Battle of the River Plate,"['Sink the Bismarck!', 'Von Richthofen and Brown', 'The Rape of Europa', 'The Fighting Sullivans', 'Midway']"
Marriage Italian Style,"['Nostalgia', 'The Life and Death of Colonel Blimp', 'The World Moves On', 'How I Unleashed World War II Part III: Among Friends', 'Yesterday, Today and Tomorrow']"
The Minion,"['The Real McCoy', 'The White Sound', '13B: Fear Has a New Address', 'WiseGirls', 'The City']"
Sweepers,"['The Punisher', 'No Way Back', 'Rules of Engagement', 'Bad Company', 'Wake of Death']"
Lady Windermere's Fan,"['Samurai Rebellion', 'A Good Woman', 'Taira Clan Saga', 'Throne of Blood', 'Ringers - Lord of the Fans']"
Not Your Typical Bigfoot Movie,"['Operation Homecoming: Writing the Wartime Experience', 'The Wild Parrots of Telegraph Hill', 'Southern Comfort', 'After Innocence', 'American Teen']"
The Good Life,"['Happenstance', ""Jesus' Son"", ""L'eclisse"", 'Stuff and Dough', 'Man in the Chair']"
Variety,"['South Central', 'Female Prisoner Scorpion: Jailhouse 41', 'Prison', 'After Image', 'Down by Law']"
Out 1: Spectre,"['Possible Loves', '30 YEARS TO LIFE', 'Seventh Heaven', 'The 400 Blows', 'How I Killed My Father']"
Moana,"['Nanook of the North', ""Long Night's Journey Into Day"", 'A Perfect Candidate', 'The Scarlet and the Black', 'Trekkies 2']"
A Diary for Timothy,"['Night and Fog', 'Fires Were Started', 'Why We Fight: Prelude to War', 'In the Year of the Pig', 'Why We Fight: War Comes to America']"
Under the Bridges,"['Radio Inside', 'Swept Away', ""Prizzi's Honor"", 'Angel', 'Griffin & Phoenix']"
Bridge of Dragons,"['The Defender', 'The Promise', 'The Art of War', 'Sweepers', 'Best Seller']"
Storm Catcher,"['The Furies', 'Blame It on Rio', ""Airport '77"", 'V.I. Warshawski', 'About Schmidt']"
By the Bluest of Seas,"['Ten Inch Hero', 'Radio Inside', 'White Shadows in the South Seas', 'Under the Bridges', 'The Locusts']"
"H.M. Pulham, Esq.","['The Hi-Line', ""L'eclisse"", 'A Price Above Rubies', 'La Ronde', 'Happenstance']"
Clash of the Wolves,"['The Legend of Lobo', 'The Winning of Barbara Worth', 'Come Drink with Me', 'Montana', 'The Plague of the Zombies']"
Sorority Babes in the Slimeball Bowl-O-Rama,"['American Zombie', 'Hell Night', 'Dead Fury', ""The Creature Wasn't Nice"", 'Jack Frost']"
Jill Rips,"['Rise: Blood Hunter', 'Brother', 'Main Hoon Na', 'Death Note', ""I'll Sleep When I'm Dead""]"
Pronto,"['Wise Guys', 'The Ice Harvest', 'Mikey and Nicky', 'Tainted', 'Ferpect Crime']"
Carriers,"['Dead Meat', 'The Forsaken', 'Outbreak', 'The Dead Outside', 'Martyrs']"
Aaja Nachle,"['Foreign Land', 'In Between Days', 'The City', 'Nothing Sacred', 'New York']"
The Friends of Eddie Coyle,"['The Tough Ones', 'Stealing Time', 'Bookies', 'Eddie Murphy: Delirious', 'True Believer']"
Rocker,"['Torque', 'American Me', 'West Side Story', 'Doing Time on Maple Drive', 'Disaster Movie']"
Mayerling,False
Toute une nuit,"['Those Who Love Me Can Take the Train', 'A Woman Is a Woman', 'Cousin, Cousine', 'Scorchers', '...And God Created Woman']"
Flame of My Love,"['The Naked Prey', 'The Life of Oharu', 'Gate of Flesh', 'Pastoral Symphony', 'The Donner Party']"
The Song of Ceylon,"['Shadows', 'Inside Deep Throat', 'Demon Lover Diary', 'With Byrd at the South Pole', 'Good Men, Good Women']"
Masquerade in Vienna,"['He Loves Me... He Loves Me Not', 'It Lives By Night', 'Hi Diddle Diddle', 'A Foreign Affair', ""A Midsummer Night's Sex Comedy""]"
Too Early/Too Late,"['JLG/JLG: Self-Portrait in December', 'Trekkies 2', 'The Agronomist', 'Fahrenhype 9/11', 'The Song of Ceylon']"
My Apprenticeship,"['The Childhood of Maxim Gorky', 'Possible Loves', 'Mr. Untouchable', 'Rent', 'Reindeerspotting - Escape From Santaland']"
Piter FM,"['Happenstance', 'God Save the King', 'A Foreign Affair', 'French Cancan', 'The Incredibly True Adventure of Two Girls In Love']"
Pontypool,"['The Signal', 'Outbreak', 'Dead Meat', '28 Days Later', 'FM']"
Playmobil: The Secret of Pirate Island,"['Long John Silver', 'A Friend Is a Treasure', 'Last Action Hero', 'Pokémon Heroes: Latios and Latias', 'MVP: Most Valuable Primate']"
Big Pun: The Legacy,"[""Sgt. Pepper's Lonely Hearts Club Band"", 'Every Little Step', 'Berlin: Symphony of a Great City', 'The Big One', 'The Devil and Daniel Johnston']"
Agent Red,"['Sweepers', 'The Punisher', 'Commando', 'The Mechanik', 'Jimmy and Judy']"
The Last Patrol,"['Dead Man Running', 'Volcano', 'Rules of Engagement', 'Mail Order Bride', 'The Spook Who Sat by the Door']"
The Girl in the Park,"['Do Fish Do It?', 'Anna Christie', 'My Life So Far', 'Keane', 'Twister']"
Command Performance,"['The Mechanik', 'Terminal Velocity', 'Company Business', 'Direct Contact', 'Spies']"
Direct Contact,"['Coronado', 'Missing in Action', 'Wake of Death', 'High Risk', 'The Mechanik']"
Land of the Pharaohs,"['Heimat: A Chronicle of Germany', 'The Mummy', 'John Adams', 'THX 1138', 'Fun with Dick and Jane']"
Heart of Midnight,"['Poltergeist III', 'Skipped Parts', 'Happenstance', 'May', 'A Tale of Two Sisters']"
The Sun Also Rises,"['Delta of Venus', 'The Kid Stays in the Picture', 'The Snows of Kilimanjaro', 'The Private Lives of Elizabeth and Essex', 'Head in the Clouds']"
Youth in Revolt,"['American Yakuza', 'A Thousand Clowns', 'Kiss of Death', 'Are We There Yet?', 'Possible Loves']"
Daybreakers,"['Undead', 'Blood: The Last Vampire', 'Blade: Trinity', ""Salem's Lot"", 'The Last Man on Earth']"
The Milk of Sorrow,"['The Uninvited', ""Virginia's Run"", 'Babymother', 'Ponette', 'Cría Cuervos']"
The Age of Stupid,"['In the Year of the Pig', 'Night and Fog', 'Best Boy', 'The Rape of Europa', 'Cinemania']"
Missionary Man,"['Limbo', 'OT: Our Town', 'Man with the Gun', 'The Patriot', 'The Claim']"
Diamond Dogs,"['Mother Lode', 'China Blue', 'Direct Contact', 'The Bird People in China', 'Surviving the Game']"
Hachi: A Dog's Tale,"['Flash of Genius', 'Night Crossing', 'High Roller: The Stu Ungar Story', 'Andre', 'The Grass Harp']"
Twogether,"['My Father the Hero', 'Changing Habits', 'Kiss Me Again', 'Scenes from a Marriage', 'Sweet Hearts Dance']"
Enid Is Sleeping,"['Henry & June', 'Empire of Passion', 'Slim Susie', 'The Killing of Sister George', '18 Again!']"
10 MPH,"['Trekkies 2', 'Buddy Buddy', 'Too Early/Too Late', 'Air Bud', 'Fahrenhype 9/11']"
Leap Year,"['After Five In The Forest Primeval', ""The French Lieutenant's Woman"", 'Anna Christie', 'After the Rehearsal', 'How to Marry a Millionaire']"
The Book of Eli,"['Terminator Salvation', 'A Murder of Crows', 'Double Team', 'Urban Justice', 'Virtuosity']"
The Girl Who Kicked the Hornet's Nest,"['The Girl Who Played with Fire', 'The Girl with the Dragon Tattoo', 'Thunderheart', 'SPL: Kill Zone', 'Messenger of Death']"
Tickets,"['Sweet Sixteen', 'A Majority of One', 'Yours, Mine and Ours', 'Hometown Legend', 'Jab We Met']"
Hickey & Boggs,"['Family Plot', 'Girl in the Cadillac', 'Cujo', 'South Central', 'PTU']"
Mister Johnson,"['Kim', '5 Fingers', 'Deathwatch', 'The Russia House', 'Sherlock Holmes in Washington']"
The Innocent,False
A Prophet,"['South Central', 'La Chinoise', 'Le Cercle Rouge', 'Civil Brand', 'La Femme Nikita']"
"Man, Woman and Beast","['Kids', 'Because of Winn-Dixie', 'Stardom', 'Man with the Gun', 'The Claim']"
A Guide for the Married Man,"[""It's a Mad, Mad, Mad, Mad World"", 'The Matchmaker', 'The Dark Backward', 'The Umbrella Woman', 'Calendar']"
Dead Time,"[""Widows' Peak"", 'Impulse', 'The Bat', 'One Missed Call', 'Red Lights']"
The Phantom Lover,"['M. Butterfly', 'The Great Gabbo', 'Omagh', 'Farewell My Concubine', ""Alice's Restaurant""]"
Staten Island,"['Blue City', 'South Central', 'Trial by Jury', ""What Doesn't Kill You"", 'Thick as Thieves']"
Princess,"['Crush', 'Mommie Dearest', 'Gabrielle', 'Cheeni Kum', 'Haunted Echoes']"
Collapse,"['Los Angeles Plays Itself', 'Best Boy', 'Note by Note: The Making of Steinway L1037', 'Fahrenhype 9/11', 'Wattstax']"
Last Resort,"['Happenstance', 'Foreign Land', 'Forty Shades of Blue', 'Skipped Parts', 'A Price Above Rubies']"
The Yacoubian Building,"['My Father and My Son', 'My Life So Far', 'The Ballad of Narayama', 'Die, Monster, Die!', 'A Raisin in the Sun']"
Metal Gear Solid: Philanthropy,"['Disaster Movie', ""I Can't Think Straight"", ""Metal: A Headbanger's Journey"", 'Global Metal', 'White Hunter Black Heart']"
